"","V1","FFL","No_FFL","C_Ho_N","C_Ho_P","C_He_N","C_He_N.1","I_Ho_N","I_Ho_P","I_He_N","I_He_N.1","NP_X"
"68","fepB",1,0,0,0,0,0,0,0,0,0,1
"69","ompW",1,0,0,0,0,0,0,0,0,0,1
"70","efeO",0,1,0,0,0,0,0,0,0,0,0
"71","fes",1,0,0,0,0,0,0,0,0,0,1
"72","entC",1,0,0,0,0,0,0,0,0,0,1
"73","fadE",1,0,0,1,0,0,0,0,0,0,0
"74","fepC",1,0,0,0,0,0,0,0,0,0,1
"75","galT",1,0,0,0,0,0,0,0,0,0,1
"76","yddA",0,1,0,0,0,0,0,0,0,0,0
"77","hisQ",1,0,0,0,0,0,0,0,0,0,1
"78","aroF",1,0,0,0,0,0,0,0,0,0,1
"79","gcvP",1,0,0,0,0,0,0,0,0,0,1
"80","acs",1,0,0,0,0,0,0,0,0.2,0,0.8
"81","napF",1,0,0,0,0.125,0,0,0,0,0,0.875
"82","fepG",1,0,0,0,0,0,0,0,0,0,1
"83","yqhD",0,1,0,0,0,0,0,0,0,0,0
"84","aroG",1,0,0,0,0,0,0,0,0,0,1
"85","fepG",1,0,0,0,0,0,0,0,0,0,1
"86","fadE",1,0,0,1,0,0,0,0,0,0,0
"87","fepB",1,0,0,0,0,0,0,0,0,0,1
"88","aroF",1,0,0,0,0,0,0,0,0,0,1
"89","idnO",1,0,0,0,0,0,0,0,0,0,1
"90","idnD",1,0,0,0,0,0,0,0,0,0,1
"91","garR",1,0,0,0,0,0,0,0,0,0,1
"92","lamB",1,0,0,0,0,0,0,0,0,0,1
"93","fecR",1,0,0,0,0,0,0,0,0,0,1
"94","cysM",1,0,0,0,0,0,0,0,0,0,1
"95","fecI",1,0,0,0,0,0,0,0,0,0,1
"96","cysD",1,0,0,0,0,0,0,0,0,0,1
"97","cysN",1,0,0,0,0,0,0,0,0,0,1
"98","cysU",1,0,0,0,0,0,0,0,0,0,1
"99","cysJ",1,0,0,0,0,0,0,0,0,0,1
"100","ccmG",1,0,0,0,0.166666666666667,0,0,0,0,0,0.833333333333333
"101","yadS",1,0,0,0,0,0,0,0,0,0,1
"102","livG",1,0,0,0,0,0,0,0,0,0,1
"103","cysI",1,0,0,0,0,0,0,0,0,0,1
"104","allB",0,1,0,0,0,0,0,0,0,0,0
"105","carB",1,0,0,0,0,0,0,0,0,0,1
"106","cysP",1,0,0,0,0,0,0,0,0,0,1
"107","argD",1,0,0,0,0,0,0,0,0,0,1
"108","uidA",1,0,0,0,0,0,0,0,0,0,1
"109","nanA",1,0,0,0,0,0,0,0,0,0,1
"110","nagE",1,0,0,0,0,0,0,0,0,0,1
"111","ubiA",1,0,0,0,0,0,0.142857142857143,0,0,0,0.857142857142857
"112","lrhA",0,1,0,0,0,0,0,0,0,0,0
"113","garP",1,0,0,0,0,0,0,0,0,0,1
"114","tsuA",0,1,0,0,0,0,0,0,0,0,0
"115","tsuB",0,1,0,0,0,0,0,0,0,0,0
"116","cysC",1,0,0,0,0,0,0,0,0,0,1
"117","cysH",1,0,0,0,0,0,0,0,0,0,1
"118","cysA",1,0,0,0,0,0,0,0,0,0,1
"119","cysW",1,0,0,0,0,0,0,0,0,0,1
"120","tcyN",0,1,0,0,0,0,0,0,0,0,0
